age, education-num, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
47, 10, 41.5, *, America, *, White, *, *, *, <=50K
47, 10, 41.5, *, America, *, White, *, *, *, <=50K
47, 10, 41.5, *, America, *, White, *, *, *, <=50K
47, 10, 41.5, *, America, *, White, *, *, *, <=50K
47, 10, 41.5, *, America, *, White, *, *, *, <=50K
47, 10, 41.5, *, America, *, White, *, *, *, <=50K
37.5, 13, 40, *, *, *, *, *, *, *, <=50K
37.5, 13, 40, *, *, *, *, *, *, *, <=50K
37.5, 13, 40, *, *, *, *, *, *, *, <=50K
37.5, 13, 40, *, *, *, *, *, *, *, <=50K
37.5, 13, 40, *, *, *, *, *, *, *, >50K
37.5, 13, 40, *, *, *, *, *, *, *, <=50K
71, 11, 28.5, Self, *, *, *, *, *, *, <=50K
71, 11, 28.5, Self, *, *, *, *, *, *, <=50K
71, 11, 28.5, Self, *, *, *, *, *, *, <=50K
71, 11, 28.5, Self, *, *, *, *, *, *, >50K
71, 11, 28.5, Self, *, *, *, *, *, *, <=50K
71, 11, 28.5, Self, *, *, *, *, *, *, <=50K
31.5, 9.5, 42.5, Private, *, *, *, *, *, *, <=50K
31.5, 9.5, 42.5, Private, *, *, *, *, *, *, <=50K
31.5, 9.5, 42.5, Private, *, *, *, *, *, *, <=50K
31.5, 9.5, 42.5, Private, *, *, *, *, *, *, <=50K
31.5, 9.5, 42.5, Private, *, *, *, *, *, *, <=50K
31.5, 9.5, 42.5, Private, *, *, *, *, *, *, <=50K
22, 9.5, 16, *, United-States, *, *, *, *, *, <=50K
22, 9.5, 16, *, United-States, *, *, *, *, *, <=50K
22, 9.5, 16, *, United-States, *, *, *, *, *, <=50K
22, 9.5, 16, *, United-States, *, *, *, *, *, <=50K
22, 9.5, 16, *, United-States, *, *, *, *, *, <=50K
22, 9.5, 16, *, United-States, *, *, *, *, *, <=50K
44, 10, 39, *, *, *, *, *, *, *, >50K
44, 10, 39, *, *, *, *, *, *, *, <=50K
44, 10, 39, *, *, *, *, *, *, *, >50K
44, 10, 39, *, *, *, *, *, *, *, >50K
44, 10, 39, *, *, *, *, *, *, *, <=50K
44, 10, 39, *, *, *, *, *, *, *, <=50K
58, 16, 21.5, *, *, Male, *, *, *, *, >50K
58, 16, 21.5, *, *, Male, *, *, *, *, >50K
58, 16, 21.5, *, *, Male, *, *, *, *, >50K
58, 16, 21.5, *, *, Male, *, *, *, *, <=50K
58, 16, 21.5, *, *, Male, *, *, *, *, <=50K
58, 16, 21.5, *, *, Male, *, *, *, *, <=50K
40.5, 10, 41, *, United-States, *, *, *, *, *, <=50K
40.5, 10, 41, *, United-States, *, *, *, *, *, >50K
40.5, 10, 41, *, United-States, *, *, *, *, *, >50K
40.5, 10, 41, *, United-States, *, *, *, *, *, <=50K
40.5, 10, 41, *, United-States, *, *, *, *, *, <=50K
40.5, 10, 41, *, United-States, *, *, *, *, *, <=50K
24.5, 5, 44, Self, *, *, White, *, *, *, <=50K
24.5, 5, 44, Self, *, *, White, *, *, *, <=50K
24.5, 5, 44, Self, *, *, White, *, *, *, <=50K
24.5, 5, 44, Self, *, *, White, *, *, *, <=50K
24.5, 5, 44, Self, *, *, White, *, *, *, <=50K
24.5, 5, 44, Self, *, *, White, *, *, *, <=50K
21, 8.5, 45, *, *, *, *, *, *, *, <=50K
21, 8.5, 45, *, *, *, *, *, *, *, >50K
21, 8.5, 45, *, *, *, *, *, *, *, <=50K
21, 8.5, 45, *, *, *, *, *, *, *, <=50K
21, 8.5, 45, *, *, *, *, *, *, *, <=50K
21, 8.5, 45, *, *, *, *, *, *, *, <=50K
90, 9.5, 50, Private, United-States, *, *, *, *, *, <=50K
90, 9.5, 50, Private, United-States, *, *, *, *, *, <=50K
90, 9.5, 50, Private, United-States, *, *, *, *, *, <=50K
90, 9.5, 50, Private, United-States, *, *, *, *, *, >50K
90, 9.5, 50, Private, United-States, *, *, *, *, *, <=50K
90, 9.5, 50, Private, United-States, *, *, *, *, *, >50K
55, 4, 37.5, *, United-States, *, *, *, *, *, <=50K
55, 4, 37.5, *, United-States, *, *, *, *, *, <=50K
55, 4, 37.5, *, United-States, *, *, *, *, *, <=50K
55, 4, 37.5, *, United-States, *, *, *, *, *, <=50K
55, 4, 37.5, *, United-States, *, *, *, *, *, <=50K
55, 4, 37.5, *, United-States, *, *, *, *, *, <=50K
41, 13.5, 57, *, *, *, White, *, *, *, >50K
41, 13.5, 57, *, *, *, White, *, *, *, <=50K
41, 13.5, 57, *, *, *, White, *, *, *, <=50K
41, 13.5, 57, *, *, *, White, *, *, *, <=50K
41, 13.5, 57, *, *, *, White, *, *, *, <=50K
41, 13.5, 57, *, *, *, White, *, *, *, <=50K
23.5, 9, 24.5, Private, United-States, *, White, *, *, services, <=50K
23.5, 9, 24.5, Private, United-States, *, White, *, *, services, <=50K
23.5, 9, 24.5, Private, United-States, *, White, *, *, services, <=50K
23.5, 9, 24.5, Private, United-States, *, White, *, *, services, >50K
23.5, 9, 24.5, Private, United-States, *, White, *, *, services, <=50K
23.5, 9, 24.5, Private, United-States, *, White, *, *, services, <=50K
50, 14, 98, *, America, Male, White, *, *, *, <=50K
50, 14, 98, *, America, Male, White, *, *, *, <=50K
50, 14, 98, *, America, Male, White, *, *, *, <=50K
50, 14, 98, *, America, Male, White, *, *, *, <=50K
50, 14, 98, *, America, Male, White, *, *, *, <=50K
50, 14, 98, *, America, Male, White, *, *, *, <=50K
26, 13, 15.5, Private, *, Female, White, *, *, services, <=50K
26, 13, 15.5, Private, *, Female, White, *, *, services, >50K
