age, education-num, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
44, 10, 39, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
44, 10, 39, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
59, 16, 23, *, *, *, White, *, *, *, >50K
59, 16, 23, *, *, *, White, *, *, *, <=50K
59, 16, 23, *, *, *, White, *, *, *, <=50K
59, 16, 23, *, *, *, White, *, *, *, >50K
39.5, 10, 34, *, United-States, Female, *, *, Not-in-family, *, <=50K
39.5, 10, 34, *, United-States, Female, *, *, Not-in-family, *, <=50K
39.5, 10, 34, *, United-States, Female, *, *, Not-in-family, *, <=50K
39.5, 10, 34, *, United-States, Female, *, *, Not-in-family, *, <=50K
24.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
24.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
24.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
24.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
41.5, 13, 40, *, United-States, *, *, Married-civ-spouse, *, *, <=50K
41.5, 13, 40, *, United-States, *, *, Married-civ-spouse, *, *, >50K
41.5, 13, 40, *, United-States, *, *, Married-civ-spouse, *, *, <=50K
41.5, 13, 40, *, United-States, *, *, Married-civ-spouse, *, *, >50K
23, 3, 44, Private, Central-America, *, White, *, *, *, <=50K
23, 3, 44, Private, Central-America, *, White, *, *, *, <=50K
23, 3, 44, Private, Central-America, *, White, *, *, *, <=50K
23, 3, 44, Private, Central-America, *, White, *, *, *, <=50K
40, 14.5, 55, *, United-States, *, White, Never-married, Not-in-family, *, >50K
40, 14.5, 55, *, United-States, *, White, Never-married, Not-in-family, *, >50K
40, 14.5, 55, *, United-States, *, White, Never-married, Not-in-family, *, <=50K
40, 14.5, 55, *, United-States, *, White, Never-married, Not-in-family, *, <=50K
27.5, 15, 40, *, United-States, *, White, Never-married, *, Prof-specialty, <=50K
27.5, 15, 40, *, United-States, *, White, Never-married, *, Prof-specialty, <=50K
27.5, 15, 40, *, United-States, *, White, Never-married, *, Prof-specialty, <=50K
27.5, 15, 40, *, United-States, *, White, Never-married, *, Prof-specialty, <=50K
39.5, 9, 35.5, *, United-States, Female, White, *, *, *, <=50K
39.5, 9, 35.5, *, United-States, Female, White, *, *, *, <=50K
39.5, 9, 35.5, *, United-States, Female, White, *, *, *, <=50K
39.5, 9, 35.5, *, United-States, Female, White, *, *, *, <=50K
19, 8, 40, Private, United-States, Female, White, Never-married, *, services, <=50K
19, 8, 40, Private, United-States, Female, White, Never-married, *, services, <=50K
19, 8, 40, Private, United-States, Female, White, Never-married, *, services, <=50K
19, 8, 40, Private, United-States, Female, White, Never-married, *, services, <=50K
36, 9, 60, *, United-States, *, *, *, *, *, <=50K
36, 9, 60, *, United-States, *, *, *, *, *, <=50K
36, 9, 60, *, United-States, *, *, *, *, *, <=50K
36, 9, 60, *, United-States, *, *, *, *, *, <=50K
60.5, 9, 40, *, United-States, *, *, Married-civ-spouse, *, *, >50K
60.5, 9, 40, *, United-States, *, *, Married-civ-spouse, *, *, <=50K
60.5, 9, 40, *, United-States, *, *, Married-civ-spouse, *, *, <=50K
60.5, 9, 40, *, United-States, *, *, Married-civ-spouse, *, *, <=50K
29, 6, 40, Self, *, *, White, *, *, *, <=50K
29, 6, 40, Self, *, *, White, *, *, *, <=50K
29, 6, 40, Self, *, *, White, *, *, *, <=50K
29, 6, 40, Self, *, *, White, *, *, *, <=50K
90, 9.5, 47.5, Self, *, *, *, *, *, *, <=50K
90, 9.5, 47.5, Self, *, *, *, *, *, *, <=50K
90, 9.5, 47.5, Self, *, *, *, *, *, *, <=50K
90, 9.5, 47.5, Self, *, *, *, *, *, *, <=50K
55, 5, 37.5, *, United-States, *, *, *, *, *, <=50K
55, 5, 37.5, *, United-States, *, *, *, *, *, <=50K
55, 5, 37.5, *, United-States, *, *, *, *, *, <=50K
55, 5, 37.5, *, United-States, *, *, *, *, *, <=50K
42.5, 9, 39, Self, United-States, Female, *, *, *, *, <=50K
42.5, 9, 39, Self, United-States, Female, *, *, *, *, <=50K
42.5, 9, 39, Self, United-States, Female, *, *, *, *, >50K
42.5, 9, 39, Self, United-States, Female, *, *, *, *, <=50K
34.5, 10, 40, *, United-States, Female, *, *, *, *, <=50K
34.5, 10, 40, *, United-States, Female, *, *, *, *, <=50K
34.5, 10, 40, *, United-States, Female, *, *, *, *, <=50K
34.5, 10, 40, *, United-States, Female, *, *, *, *, <=50K
43.5, 9.5, 40, *, *, *, *, *, *, *, >50K
43.5, 9.5, 40, *, *, *, *, *, *, *, <=50K
43.5, 9.5, 40, *, *, *, *, *, *, *, <=50K
43.5, 9.5, 40, *, *, *, *, *, *, *, <=50K
45, 11, 47.5, Private, United-States, *, *, *, *, *, <=50K
45, 11, 47.5, Private, United-States, *, *, *, *, *, >50K
45, 11, 47.5, Private, United-States, *, *, *, *, *, <=50K
45, 11, 47.5, Private, United-States, *, *, *, *, *, <=50K
23.5, 7, 29.5, Private, United-States, *, White, Never-married, *, Other-service, <=50K
23.5, 7, 29.5, Private, United-States, *, White, Never-married, *, Other-service, <=50K
23.5, 7, 29.5, Private, United-States, *, White, Never-married, *, Other-service, <=50K
23.5, 7, 29.5, Private, United-States, *, White, Never-married, *, Other-service, <=50K
50, 14, 98, Self, *, Male, *, Married-civ-spouse, Husband, *, <=50K
50, 14, 98, Self, *, Male, *, Married-civ-spouse, Husband, *, >50K
50, 14, 98, Self, *, Male, *, Married-civ-spouse, Husband, *, <=50K
50, 14, 98, Self, *, Male, *, Married-civ-spouse, Husband, *, >50K
25.5, 10, 49, *, *, *, *, *, *, manual-labor, >50K
25.5, 10, 49, *, *, *, *, *, *, manual-labor, <=50K
25.5, 10, 49, *, *, *, *, *, *, manual-labor, <=50K
25.5, 10, 49, *, *, *, *, *, *, manual-labor, <=50K
25, 13, 17.5, *, *, *, White, Never-married, Not-in-family, services, <=50K
25, 13, 17.5, *, *, *, White, Never-married, Not-in-family, services, <=50K
25, 13, 17.5, *, *, *, White, Never-married, Not-in-family, services, <=50K
25, 13, 17.5, *, *, *, White, Never-married, Not-in-family, services, <=50K
33, 9, 47.5, *, United-States, *, White, *, *, manual-labor, >50K
33, 9, 47.5, *, United-States, *, White, *, *, manual-labor, <=50K
33, 9, 47.5, *, United-States, *, White, *, *, manual-labor, >50K
33, 9, 47.5, *, United-States, *, White, *, *, manual-labor, <=50K
39.5, 9.5, 22.5, Self, United-States, *, White, *, *, *, <=50K
39.5, 9.5, 22.5, Self, United-States, *, White, *, *, *, >50K
39.5, 9.5, 22.5, Self, United-States, *, White, *, *, *, <=50K
39.5, 9.5, 22.5, Self, United-States, *, White, *, *, *, <=50K
32, 13, 25, Private, United-States, *, White, *, *, *, <=50K
32, 13, 25, Private, United-States, *, White, *, *, *, >50K
32, 13, 25, Private, United-States, *, White, *, *, *, >50K
32, 13, 25, Private, United-States, *, White, *, *, *, <=50K
22.5, 9, 63.5, *, *, Male, White, *, *, *, <=50K
22.5, 9, 63.5, *, *, Male, White, *, *, *, <=50K
22.5, 9, 63.5, *, *, Male, White, *, *, *, <=50K
22.5, 9, 63.5, *, *, Male, White, *, *, *, <=50K
30, 10, 27.5, *, United-States, *, *, *, *, *, <=50K
30, 10, 27.5, *, United-States, *, *, *, *, *, <=50K
30, 10, 27.5, *, United-States, *, *, *, *, *, <=50K
30, 10, 27.5, *, United-States, *, *, *, *, *, <=50K
