age, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
21.5, 16, *, United-States, *, *, Never-married, *, *, <=50K, 10
21.5, 16, *, United-States, *, *, Never-married, *, *, <=50K, 7
21.5, 16, *, United-States, *, *, Never-married, *, *, <=50K, 5
21.5, 16, *, United-States, *, *, Never-married, *, *, <=50K, 10
21.5, 16, *, United-States, *, *, Never-married, *, *, <=50K, 10
42, 42.5, *, United-States, *, *, *, *, *, *, 13
42, 42.5, *, United-States, *, *, *, *, *, *, 9
42, 42.5, *, United-States, *, *, *, *, *, *, 10
42, 42.5, *, United-States, *, *, *, *, *, *, 15
42, 42.5, *, United-States, *, *, *, *, *, *, 10
42, 42.5, *, United-States, *, *, *, *, *, *, 13
42, 42.5, *, United-States, *, *, *, *, *, *, 13
42, 42.5, *, United-States, *, *, *, *, *, *, 9
42, 42.5, *, United-States, *, *, *, *, *, *, 9
42, 28, *, United-States, *, *, *, *, *, <=50K, 10
42, 28, *, United-States, *, *, *, *, *, <=50K, 13
42, 28, *, United-States, *, *, *, *, *, <=50K, 9
42, 28, *, United-States, *, *, *, *, *, <=50K, 9
42, 28, *, United-States, *, *, *, *, *, <=50K, 9
42, 28, *, United-States, *, *, *, *, *, <=50K, 10
42, 28, *, United-States, *, *, *, *, *, <=50K, 9
42, 28, *, United-States, *, *, *, *, *, <=50K, 10
42, 28, *, United-States, *, *, *, *, *, <=50K, 13
24.5, 40, *, *, *, *, *, *, *, <=50K, 3
24.5, 40, *, *, *, *, *, *, *, <=50K, 10
24.5, 40, *, *, *, *, *, *, *, <=50K, 3
24.5, 40, *, *, *, *, *, *, *, <=50K, 5
24.5, 40, *, *, *, *, *, *, *, <=50K, 9
24.5, 40, *, *, *, *, *, *, *, <=50K, 10
24.5, 40, *, *, *, *, *, *, *, <=50K, 9
24.5, 40, *, *, *, *, *, *, *, <=50K, 9
24.5, 40, *, *, *, *, *, *, *, <=50K, 13
37.5, 60, *, United-States, *, *, *, *, *, *, 13
37.5, 60, *, United-States, *, *, *, *, *, *, 13
37.5, 60, *, United-States, *, *, *, *, *, *, 13
37.5, 60, *, United-States, *, *, *, *, *, *, 9
37.5, 60, *, United-States, *, *, *, *, *, *, 9
37.5, 60, *, United-States, *, *, *, *, *, *, 9
37.5, 60, *, United-States, *, *, *, *, *, *, 9
37.5, 60, *, United-States, *, *, *, *, *, *, 9
37.5, 60, *, United-States, *, *, *, *, *, *, 13
50, 98, *, America, *, White, *, *, *, *, 14
50, 98, *, America, *, White, *, *, *, *, 3
50, 98, *, America, *, White, *, *, *, *, 7
50, 98, *, America, *, White, *, *, *, *, 13
50, 98, *, America, *, White, *, *, *, *, 13
